Battery_power_mAh,Bluetooh,Speed_of_microprocessor,Dual_sim,Front_camera,4G,Internal_memeory_gb,Mobile_depth,Mobile_weight,Cores_of_processor,Primary_camera,px_height,Pixel_width,Ram_mb,Screen_height,Screen_weight,talk_time,3G,touch_screen,wifi,price_range
1342 mAh,No,1.0,No,0 pixels,Yes,31 gb,0.6 cm,86 g,7,1 pixels,991 ppcm,1638 ppcm,2746 mb,15 cm,5 cm,10,Yes,Yes,No,Very High cost
1189 mAh,Yes,2.3,No,13 pixels,No,8 gb,0.5 cm,198 g,3,14 pixels,379 ppcm,932 ppcm,893 mb,9 cm,6 cm,13,Yes,Yes,No,Low cost
518 mAh,Yes,2.4,No,0 pixels,Yes,62 gb,0.6 cm,128 g,6,0 pixels,489 ppcm,710 ppcm,2514 mb,16 cm,12 cm,7,Yes,Yes,Yes,Medium cost
1449 mAh,No,0.8,Yes,3 pixels,Yes,10 gb,0.2 cm,144 g,1,12 pixels,1518 ppcm,1883 ppcm,1032 mb,10 cm,0 cm,8,Yes,Yes,Yes,Medium cost
516 mAh,No,1.1,Yes,0 pixels,Yes,39 gb,0.4 cm,91 g,5,7 pixels,855 ppcm,1401 ppcm,819 mb,8 cm,0 cm,10,Yes,Yes,Yes,Low cost
1569 mAh,No,0.8,Yes,8 pixels,No,59 gb,0.9 cm,111 g,3,16 pixels,1261 ppcm,1383 ppcm,3672 mb,15 cm,2 cm,15,Yes,No,Yes,Very High cost
1312 mAh,Yes,0.8,Yes,0 pixels,No,24 gb,0.9 cm,156 g,6,0 pixels,115 ppcm,1791 ppcm,3833 mb,14 cm,13 cm,17,No,Yes,No,Very High cost
1893 mAh,Yes,0.5,Yes,1 pixels,No,23 gb,0.1 cm,179 g,8,3 pixels,1203 ppcm,1432 ppcm,1482 mb,15 cm,7 cm,17,No,Yes,No,High cost
1076 mAh,No,2.5,No,3 pixels,No,14 gb,0.2 cm,105 g,5,4 pixels,545 ppcm,1300 ppcm,2043 mb,7 cm,5 cm,14,No,No,No,Medium cost
530 mAh,Yes,2.6,No,1 pixels,No,40 gb,0.9 cm,118 g,6,2 pixels,818 ppcm,1090 ppcm,1229 mb,16 cm,11 cm,2,No,Yes,No,Low cost
1044 mAh,Yes,2.8,Yes,7 pixels,No,33 gb,0.6 cm,129 g,4,13 pixels,42 ppcm,1262 ppcm,1816 mb,17 cm,16 cm,15,Yes,No,Yes,Medium cost
1330 mAh,No,1.1,No,11 pixels,No,37 gb,0.7 cm,126 g,7,20 pixels,1103 ppcm,1637 ppcm,2166 mb,10 cm,1 cm,4,Yes,No,No,High cost
1836 mAh,No,1.1,Yes,0 pixels,No,14 gb,0.7 cm,104 g,5,1 pixels,168 ppcm,1068 ppcm,2469 mb,18 cm,6 cm,7,Yes,Yes,Yes,High cost
1741 mAh,Yes,0.5,No,1 pixels,Yes,55 gb,0.1 cm,140 g,5,3 pixels,719 ppcm,755 ppcm,2575 mb,13 cm,10 cm,7,Yes,Yes,Yes,High cost
1869 mAh,No,2.6,No,0 pixels,Yes,30 gb,0.4 cm,152 g,1,13 pixels,163 ppcm,874 ppcm,1375 mb,15 cm,3 cm,19,Yes,No,No,Medium cost
1331 mAh,No,0.5,No,8 pixels,No,55 gb,0.9 cm,146 g,3,15 pixels,1162 ppcm,1531 ppcm,1732 mb,6 cm,2 cm,11,Yes,No,Yes,Medium cost
1655 mAh,Yes,0.5,Yes,6 pixels,Yes,4 gb,0.1 cm,105 g,3,12 pixels,626 ppcm,1348 ppcm,673 mb,10 cm,3 cm,12,Yes,No,No,Low cost
605 mAh,No,1.5,No,9 pixels,Yes,18 gb,0.9 cm,162 g,2,14 pixels,329 ppcm,656 ppcm,2301 mb,15 cm,9 cm,8,Yes,No,No,Medium cost
1245 mAh,Yes,0.6,No,2 pixels,No,30 gb,0.7 cm,105 g,5,3 pixels,330 ppcm,1434 ppcm,2676 mb,17 cm,8 cm,7,Yes,No,No,High cost
1709 mAh,Yes,0.8,No,8 pixels,Yes,58 gb,0.8 cm,136 g,2,10 pixels,956 ppcm,1292 ppcm,1781 mb,18 cm,3 cm,17,Yes,No,No,High cost
846 mAh,Yes,2.6,No,0 pixels,Yes,58 gb,0.1 cm,123 g,4,15 pixels,1140 ppcm,1983 ppcm,2248 mb,16 cm,8 cm,13,Yes,No,No,High cost
1403 mAh,Yes,2.5,Yes,3 pixels,No,62 gb,0.9 cm,90 g,4,13 pixels,217 ppcm,1623 ppcm,921 mb,14 cm,13 cm,18,Yes,No,No,Low cost
688 mAh,Yes,1.5,No,0 pixels,No,2 gb,1.0 cm,89 g,3,2 pixels,271 ppcm,869 ppcm,391 mb,5 cm,2 cm,8,Yes,Yes,Yes,Low cost
775 mAh,Yes,2.5,Yes,1 pixels,Yes,10 gb,0.1 cm,185 g,7,14 pixels,444 ppcm,1555 ppcm,1719 mb,19 cm,3 cm,18,Yes,Yes,Yes,Medium cost
1154 mAh,No,2.0,No,6 pixels,Yes,35 gb,0.8 cm,159 g,5,16 pixels,1003 ppcm,1827 ppcm,3262 mb,16 cm,15 cm,16,Yes,No,No,Very High cost
1375 mAh,No,0.5,Yes,2 pixels,Yes,35 gb,0.1 cm,194 g,2,3 pixels,227 ppcm,772 ppcm,1947 mb,15 cm,13 cm,15,Yes,Yes,Yes,Medium cost
1827 mAh,Yes,0.8,No,4 pixels,No,61 gb,0.9 cm,130 g,7,9 pixels,253 ppcm,1764 ppcm,2693 mb,8 cm,3 cm,7,No,Yes,Yes,Very High cost
1697 mAh,No,0.5,No,0 pixels,Yes,60 gb,0.1 cm,90 g,4,0 pixels,88 ppcm,1046 ppcm,441 mb,15 cm,1 cm,11,Yes,Yes,No,Low cost
741 mAh,No,1.5,No,1 pixels,No,14 gb,0.3 cm,178 g,5,13 pixels,334 ppcm,594 ppcm,1886 mb,19 cm,11 cm,9,Yes,Yes,Yes,Low cost
1672 mAh,Yes,0.5,Yes,13 pixels,Yes,32 gb,0.7 cm,174 g,1,20 pixels,1281 ppcm,1896 ppcm,1267 mb,17 cm,4 cm,20,Yes,Yes,No,Medium cost
514 mAh,Yes,0.7,No,4 pixels,No,57 gb,0.1 cm,186 g,3,7 pixels,168 ppcm,1320 ppcm,687 mb,6 cm,0 cm,20,Yes,Yes,Yes,Low cost
1375 mAh,Yes,1.3,Yes,2 pixels,No,12 gb,0.1 cm,105 g,1,13 pixels,898 ppcm,1687 ppcm,2890 mb,17 cm,1 cm,12,No,No,No,Very High cost
989 mAh,Yes,1.8,Yes,4 pixels,Yes,55 gb,0.7 cm,124 g,1,12 pixels,46 ppcm,1069 ppcm,1737 mb,8 cm,5 cm,10,Yes,No,Yes,Medium cost
1510 mAh,Yes,2.5,Yes,11 pixels,No,47 gb,0.7 cm,138 g,2,13 pixels,118 ppcm,1170 ppcm,887 mb,18 cm,6 cm,5,No,No,No,Low cost
1266 mAh,No,2.6,No,1 pixels,No,18 gb,0.4 cm,86 g,7,2 pixels,1187 ppcm,1595 ppcm,398 mb,16 cm,8 cm,3,Yes,Yes,Yes,Low cost
1396 mAh,No,2.4,Yes,0 pixels,No,46 gb,0.1 cm,138 g,7,1 pixels,1191 ppcm,1347 ppcm,2389 mb,7 cm,3 cm,15,No,No,Yes,High cost
808 mAh,No,2.3,No,3 pixels,No,45 gb,0.8 cm,161 g,1,9 pixels,526 ppcm,1324 ppcm,3431 mb,15 cm,6 cm,13,No,Yes,Yes,Very High cost
1542 mAh,No,2.3,No,1 pixels,No,43 gb,0.8 cm,182 g,2,11 pixels,346 ppcm,966 ppcm,3601 mb,14 cm,4 cm,16,No,No,No,Very High cost
745 mAh,Yes,0.6,Yes,5 pixels,No,35 gb,0.8 cm,102 g,8,10 pixels,89 ppcm,1538 ppcm,2459 mb,14 cm,1 cm,16,Yes,Yes,No,Medium cost
1735 mAh,Yes,1.9,Yes,0 pixels,Yes,59 gb,0.7 cm,148 g,6,0 pixels,137 ppcm,846 ppcm,3230 mb,6 cm,1 cm,9,Yes,Yes,No,Very High cost
586 mAh,No,0.5,Yes,1 pixels,No,57 gb,0.3 cm,188 g,2,5 pixels,1226 ppcm,1389 ppcm,3646 mb,15 cm,4 cm,11,Yes,Yes,Yes,Very High cost
1341 mAh,Yes,2.1,Yes,0 pixels,No,36 gb,0.4 cm,107 g,8,1 pixels,473 ppcm,574 ppcm,2200 mb,18 cm,14 cm,15,No,Yes,No,Medium cost
781 mAh,Yes,1.3,Yes,1 pixels,No,64 gb,0.2 cm,88 g,2,7 pixels,368 ppcm,607 ppcm,3862 mb,17 cm,10 cm,9,No,No,No,Very High cost
501 mAh,Yes,0.5,Yes,14 pixels,No,22 gb,0.5 cm,174 g,6,20 pixels,239 ppcm,1636 ppcm,3077 mb,17 cm,3 cm,17,No,No,No,High cost
1224 mAh,Yes,1.8,Yes,2 pixels,Yes,44 gb,0.2 cm,139 g,2,9 pixels,622 ppcm,709 ppcm,621 mb,11 cm,4 cm,14,Yes,Yes,Yes,Low cost
1970 mAh,No,1.6,Yes,11 pixels,Yes,58 gb,0.3 cm,80 g,8,19 pixels,654 ppcm,882 ppcm,2372 mb,14 cm,12 cm,2,Yes,Yes,No,High cost
618 mAh,Yes,2.2,Yes,0 pixels,Yes,63 gb,0.9 cm,138 g,2,1 pixels,853 ppcm,1781 ppcm,2574 mb,14 cm,3 cm,5,Yes,Yes,No,High cost
1537 mAh,No,2.9,No,11 pixels,Yes,46 gb,0.8 cm,158 g,4,17 pixels,686 ppcm,1305 ppcm,2857 mb,17 cm,14 cm,2,Yes,Yes,Yes,Very High cost
1018 mAh,No,2.2,No,8 pixels,No,16 gb,0.6 cm,153 g,8,10 pixels,992 ppcm,1433 ppcm,3143 mb,17 cm,12 cm,20,No,Yes,No,Very High cost
1545 mAh,No,1.3,Yes,15 pixels,Yes,35 gb,0.1 cm,173 g,5,20 pixels,115 ppcm,1352 ppcm,3197 mb,14 cm,9 cm,6,Yes,No,Yes,Very High cost
1871 mAh,No,2.1,No,4 pixels,Yes,41 gb,0.4 cm,144 g,8,5 pixels,275 ppcm,1966 ppcm,2727 mb,15 cm,8 cm,11,Yes,No,No,Very High cost
1729 mAh,Yes,2.1,Yes,1 pixels,No,12 gb,0.9 cm,186 g,1,6 pixels,461 ppcm,1178 ppcm,1519 mb,9 cm,4 cm,5,Yes,No,Yes,Medium cost
680 mAh,Yes,2.1,Yes,9 pixels,Yes,9 gb,0.1 cm,131 g,3,11 pixels,1428 ppcm,1500 ppcm,2438 mb,14 cm,2 cm,17,Yes,No,No,High cost
1106 mAh,Yes,1.9,No,4 pixels,No,54 gb,0.7 cm,107 g,3,9 pixels,614 ppcm,1212 ppcm,2674 mb,9 cm,3 cm,9,Yes,No,Yes,High cost
635 mAh,Yes,0.6,Yes,1 pixels,Yes,50 gb,0.3 cm,97 g,5,13 pixels,193 ppcm,989 ppcm,2107 mb,13 cm,12 cm,12,Yes,No,No,Medium cost
618 mAh,No,0.6,No,8 pixels,No,16 gb,0.2 cm,143 g,1,14 pixels,1105 ppcm,1602 ppcm,2262 mb,16 cm,15 cm,4,No,Yes,No,High cost
1671 mAh,No,0.5,Yes,13 pixels,No,5 gb,0.9 cm,179 g,8,18 pixels,398 ppcm,1263 ppcm,815 mb,16 cm,6 cm,10,Yes,Yes,Yes,Low cost
1562 mAh,Yes,1.2,Yes,0 pixels,Yes,52 gb,0.1 cm,105 g,7,9 pixels,480 ppcm,728 ppcm,2829 mb,13 cm,10 cm,3,Yes,Yes,Yes,High cost
1975 mAh,Yes,1.9,Yes,2 pixels,No,31 gb,0.9 cm,151 g,1,17 pixels,775 ppcm,1607 ppcm,3022 mb,13 cm,5 cm,19,No,No,Yes,Very High cost
831 mAh,Yes,0.7,No,2 pixels,Yes,62 gb,0.7 cm,134 g,8,9 pixels,1482 ppcm,1490 ppcm,2573 mb,16 cm,12 cm,18,Yes,No,Yes,High cost
1524 mAh,Yes,1.8,Yes,0 pixels,No,10 gb,0.6 cm,174 g,4,1 pixels,154 ppcm,550 ppcm,2678 mb,16 cm,5 cm,13,Yes,No,Yes,High cost
1528 mAh,Yes,1.8,Yes,3 pixels,Yes,55 gb,0.8 cm,129 g,5,6 pixels,454 ppcm,1762 ppcm,1282 mb,11 cm,9 cm,11,Yes,Yes,Yes,Medium cost
1447 mAh,Yes,2.5,Yes,2 pixels,No,9 gb,0.2 cm,155 g,8,16 pixels,737 ppcm,1455 ppcm,568 mb,12 cm,11 cm,8,No,No,No,Low cost
1344 mAh,No,1.5,No,1 pixels,No,14 gb,0.5 cm,190 g,1,3 pixels,419 ppcm,556 ppcm,2074 mb,8 cm,1 cm,5,Yes,Yes,No,Medium cost
564 mAh,No,3.0,Yes,1 pixels,No,8 gb,0.7 cm,130 g,2,3 pixels,853 ppcm,1737 ppcm,2227 mb,9 cm,2 cm,14,Yes,No,Yes,Medium cost
921 mAh,No,0.6,Yes,1 pixels,No,60 gb,0.1 cm,83 g,2,3 pixels,1211 ppcm,1229 ppcm,1080 mb,10 cm,0 cm,6,No,No,Yes,Low cost
1413 mAh,Yes,1.7,No,2 pixels,No,10 gb,0.2 cm,200 g,6,6 pixels,314 ppcm,1606 ppcm,2867 mb,5 cm,4 cm,15,No,Yes,No,High cost
831 mAh,No,2.4,No,10 pixels,No,55 gb,0.5 cm,86 g,6,12 pixels,172 ppcm,1239 ppcm,1075 mb,12 cm,11 cm,3,Yes,Yes,No,Low cost
802 mAh,No,0.5,Yes,3 pixels,No,43 gb,0.6 cm,153 g,5,6 pixels,527 ppcm,734 ppcm,3063 mb,17 cm,13 cm,4,No,Yes,No,High cost
1923 mAh,No,1.3,No,3 pixels,No,24 gb,1.0 cm,86 g,4,4 pixels,874 ppcm,1264 ppcm,2479 mb,9 cm,2 cm,15,Yes,Yes,No,High cost
1193 mAh,Yes,3.0,No,10 pixels,No,56 gb,0.4 cm,196 g,3,17 pixels,674 ppcm,864 ppcm,2394 mb,19 cm,11 cm,14,Yes,Yes,No,High cost
904 mAh,Yes,1.2,Yes,10 pixels,Yes,31 gb,0.8 cm,112 g,3,11 pixels,657 ppcm,1014 ppcm,2814 mb,13 cm,3 cm,19,Yes,No,No,High cost
1285 mAh,No,2.4,No,1 pixels,Yes,51 gb,1.0 cm,140 g,7,2 pixels,475 ppcm,500 ppcm,2094 mb,8 cm,0 cm,10,Yes,No,No,Medium cost
1635 mAh,No,2.6,Yes,0 pixels,Yes,2 gb,0.6 cm,182 g,4,0 pixels,1209 ppcm,1411 ppcm,2315 mb,10 cm,1 cm,2,Yes,Yes,No,High cost
1923 mAh,No,1.0,Yes,5 pixels,Yes,14 gb,0.9 cm,154 g,4,6 pixels,15 ppcm,525 ppcm,2519 mb,13 cm,0 cm,16,Yes,No,Yes,High cost
1851 mAh,Yes,1.9,Yes,3 pixels,Yes,12 gb,0.9 cm,198 g,6,11 pixels,293 ppcm,1967 ppcm,735 mb,7 cm,6 cm,14,Yes,No,Yes,Low cost
727 mAh,Yes,1.5,No,0 pixels,Yes,32 gb,1.0 cm,131 g,7,1 pixels,813 ppcm,1377 ppcm,1891 mb,19 cm,13 cm,7,Yes,No,Yes,Medium cost
1396 mAh,No,1.5,Yes,0 pixels,Yes,44 gb,0.1 cm,118 g,6,1 pixels,173 ppcm,1843 ppcm,1386 mb,7 cm,1 cm,8,Yes,Yes,Yes,Medium cost
877 mAh,No,1.3,Yes,9 pixels,Yes,46 gb,0.8 cm,135 g,1,14 pixels,457 ppcm,652 ppcm,3260 mb,14 cm,12 cm,6,Yes,No,No,High cost
696 mAh,Yes,2.4,No,11 pixels,Yes,35 gb,0.2 cm,103 g,3,13 pixels,533 ppcm,797 ppcm,2022 mb,14 cm,11 cm,4,Yes,No,Yes,Medium cost
1009 mAh,Yes,1.0,Yes,2 pixels,No,2 gb,0.6 cm,102 g,8,14 pixels,912 ppcm,1043 ppcm,1716 mb,7 cm,5 cm,15,No,No,No,Medium cost
1526 mAh,No,1.1,Yes,2 pixels,Yes,38 gb,0.3 cm,116 g,5,6 pixels,798 ppcm,1418 ppcm,3317 mb,7 cm,1 cm,8,Yes,Yes,Yes,Very High cost
987 mAh,No,2.0,Yes,1 pixels,No,20 gb,0.8 cm,192 g,7,3 pixels,412 ppcm,565 ppcm,1454 mb,11 cm,3 cm,8,Yes,Yes,No,Low cost
1414 mAh,Yes,2.2,Yes,0 pixels,Yes,49 gb,0.5 cm,101 g,4,1 pixels,130 ppcm,887 ppcm,2290 mb,13 cm,0 cm,12,Yes,Yes,No,Medium cost
1732 mAh,No,0.8,No,2 pixels,No,61 gb,0.3 cm,172 g,5,3 pixels,201 ppcm,656 ppcm,3940 mb,17 cm,11 cm,20,No,Yes,Yes,Very High cost
1587 mAh,Yes,0.5,No,0 pixels,No,50 gb,0.9 cm,148 g,8,15 pixels,299 ppcm,874 ppcm,461 mb,17 cm,4 cm,4,Yes,No,Yes,Low cost
1097 mAh,No,0.8,No,10 pixels,Yes,21 gb,0.1 cm,160 g,7,15 pixels,1277 ppcm,1352 ppcm,2219 mb,15 cm,6 cm,12,Yes,No,Yes,High cost
504 mAh,No,2.8,Yes,0 pixels,No,40 gb,0.5 cm,178 g,3,0 pixels,626 ppcm,1195 ppcm,470 mb,6 cm,0 cm,16,Yes,No,No,Low cost
1159 mAh,No,2.7,No,13 pixels,Yes,28 gb,0.2 cm,80 g,8,18 pixels,378 ppcm,751 ppcm,2495 mb,10 cm,0 cm,9,Yes,Yes,Yes,High cost
1910 mAh,No,1.4,No,0 pixels,No,29 gb,0.6 cm,146 g,7,2 pixels,333 ppcm,639 ppcm,2944 mb,8 cm,7 cm,2,Yes,Yes,Yes,High cost
865 mAh,No,1.2,Yes,8 pixels,No,59 gb,0.1 cm,159 g,3,9 pixels,805 ppcm,1804 ppcm,2361 mb,16 cm,11 cm,19,Yes,No,Yes,High cost
1930 mAh,Yes,2.0,No,11 pixels,No,16 gb,0.8 cm,186 g,8,12 pixels,1901 ppcm,1920 ppcm,1783 mb,17 cm,3 cm,13,No,No,Yes,High cost
860 mAh,Yes,1.3,Yes,8 pixels,Yes,40 gb,0.7 cm,170 g,3,13 pixels,1573 ppcm,1581 ppcm,2832 mb,13 cm,7 cm,20,Yes,Yes,Yes,High cost
1268 mAh,Yes,2.9,No,9 pixels,Yes,42 gb,0.9 cm,182 g,6,17 pixels,360 ppcm,912 ppcm,931 mb,11 cm,5 cm,20,Yes,Yes,No,Low cost
999 mAh,Yes,1.8,Yes,0 pixels,Yes,27 gb,0.1 cm,167 g,4,1 pixels,20 ppcm,745 ppcm,1344 mb,17 cm,10 cm,5,Yes,No,No,Low cost
622 mAh,No,0.7,No,0 pixels,Yes,9 gb,0.3 cm,127 g,2,0 pixels,98 ppcm,511 ppcm,3916 mb,13 cm,1 cm,5,Yes,No,Yes,High cost
1250 mAh,Yes,1.4,No,8 pixels,No,44 gb,0.2 cm,182 g,7,20 pixels,703 ppcm,1011 ppcm,1882 mb,14 cm,1 cm,14,No,No,No,Medium cost
763 mAh,Yes,0.5,No,9 pixels,Yes,51 gb,0.3 cm,104 g,5,12 pixels,273 ppcm,1278 ppcm,2865 mb,11 cm,6 cm,9,Yes,Yes,Yes,High cost
1100 mAh,Yes,1.6,No,12 pixels,No,15 gb,0.1 cm,112 g,8,14 pixels,919 ppcm,1344 ppcm,757 mb,12 cm,2 cm,16,Yes,Yes,Yes,Low cost
815 mAh,No,2.0,Yes,4 pixels,No,51 gb,0.3 cm,85 g,6,12 pixels,982 ppcm,1291 ppcm,3469 mb,5 cm,4 cm,6,Yes,No,Yes,Very High cost
618 mAh,Yes,0.5,Yes,2 pixels,Yes,57 gb,0.2 cm,88 g,3,7 pixels,879 ppcm,896 ppcm,2399 mb,18 cm,15 cm,17,Yes,Yes,Yes,Medium cost
553 mAh,Yes,2.2,Yes,0 pixels,Yes,18 gb,0.7 cm,136 g,2,1 pixels,1287 ppcm,1892 ppcm,3300 mb,12 cm,10 cm,20,Yes,No,No,Very High cost
673 mAh,Yes,2.2,Yes,2 pixels,No,3 gb,0.4 cm,84 g,2,9 pixels,1109 ppcm,1247 ppcm,2719 mb,19 cm,2 cm,9,Yes,Yes,Yes,High cost
563 mAh,No,2.0,Yes,3 pixels,No,47 gb,0.3 cm,115 g,7,12 pixels,211 ppcm,684 ppcm,3012 mb,14 cm,4 cm,15,Yes,No,No,High cost
1590 mAh,No,1.5,Yes,12 pixels,Yes,14 gb,0.5 cm,187 g,4,15 pixels,1058 ppcm,1109 ppcm,2836 mb,6 cm,5 cm,4,Yes,No,No,Very High cost
1031 mAh,Yes,2.1,Yes,2 pixels,Yes,11 gb,0.1 cm,121 g,2,9 pixels,532 ppcm,1247 ppcm,2385 mb,11 cm,7 cm,16,Yes,No,No,High cost
909 mAh,Yes,0.5,Yes,9 pixels,No,30 gb,0.4 cm,97 g,3,10 pixels,290 ppcm,773 ppcm,594 mb,12 cm,0 cm,4,Yes,Yes,Yes,Low cost
1880 mAh,No,0.5,No,0 pixels,Yes,7 gb,0.6 cm,104 g,4,1 pixels,890 ppcm,1019 ppcm,2968 mb,9 cm,0 cm,3,Yes,Yes,No,Very High cost
1479 mAh,Yes,1.8,Yes,0 pixels,Yes,24 gb,0.1 cm,146 g,6,0 pixels,327 ppcm,645 ppcm,3762 mb,12 cm,10 cm,5,Yes,No,No,Very High cost
1271 mAh,No,1.5,Yes,0 pixels,No,2 gb,0.9 cm,161 g,1,1 pixels,1260 ppcm,1788 ppcm,892 mb,15 cm,13 cm,20,No,Yes,No,Medium cost
709 mAh,No,1.9,No,11 pixels,Yes,13 gb,0.1 cm,81 g,8,15 pixels,570 ppcm,1422 ppcm,467 mb,17 cm,11 cm,5,Yes,Yes,Yes,Low cost
1744 mAh,No,2.8,No,0 pixels,Yes,62 gb,0.7 cm,158 g,1,0 pixels,621 ppcm,1558 ppcm,345 mb,10 cm,6 cm,14,Yes,No,No,Low cost
1314 mAh,Yes,2.2,No,0 pixels,Yes,40 gb,0.8 cm,116 g,7,1 pixels,328 ppcm,1858 ppcm,3033 mb,9 cm,8 cm,17,Yes,Yes,Yes,Very High cost
1136 mAh,No,0.5,No,0 pixels,Yes,9 gb,0.9 cm,150 g,6,2 pixels,1307 ppcm,1767 ppcm,2110 mb,9 cm,5 cm,16,Yes,No,Yes,High cost
1039 mAh,Yes,2.7,No,11 pixels,No,56 gb,0.3 cm,125 g,8,13 pixels,497 ppcm,618 ppcm,3105 mb,14 cm,8 cm,5,No,Yes,Yes,High cost
1300 mAh,Yes,0.5,No,5 pixels,No,62 gb,0.1 cm,156 g,6,7 pixels,219 ppcm,1037 ppcm,874 mb,15 cm,3 cm,10,Yes,Yes,No,Low cost
732 mAh,Yes,2.3,Yes,7 pixels,Yes,39 gb,0.6 cm,188 g,7,11 pixels,1163 ppcm,1554 ppcm,3681 mb,19 cm,3 cm,15,Yes,Yes,Yes,Very High cost
511 mAh,No,0.7,Yes,1 pixels,Yes,52 gb,0.7 cm,180 g,2,10 pixels,24 ppcm,759 ppcm,3865 mb,8 cm,3 cm,7,Yes,No,Yes,High cost
1092 mAh,Yes,0.5,Yes,10 pixels,No,11 gb,0.5 cm,167 g,3,14 pixels,468 ppcm,571 ppcm,737 mb,14 cm,4 cm,11,No,Yes,No,Low cost
921 mAh,Yes,2.2,Yes,12 pixels,Yes,10 gb,0.1 cm,170 g,7,18 pixels,1272 ppcm,1469 ppcm,3153 mb,8 cm,2 cm,11,Yes,Yes,No,Very High cost
1030 mAh,Yes,0.5,No,4 pixels,Yes,37 gb,0.7 cm,147 g,1,8 pixels,503 ppcm,551 ppcm,2800 mb,8 cm,6 cm,12,Yes,No,Yes,High cost
1130 mAh,No,1.8,Yes,0 pixels,No,27 gb,0.9 cm,101 g,1,8 pixels,1495 ppcm,1579 ppcm,315 mb,14 cm,5 cm,11,Yes,Yes,No,Low cost
1299 mAh,No,2.8,Yes,2 pixels,No,60 gb,0.8 cm,187 g,8,6 pixels,1333 ppcm,1838 ppcm,1412 mb,13 cm,1 cm,20,No,Yes,Yes,Medium cost
1009 mAh,Yes,2.8,Yes,7 pixels,Yes,2 gb,0.6 cm,115 g,7,15 pixels,267 ppcm,1841 ppcm,2286 mb,19 cm,8 cm,13,Yes,No,No,High cost
1735 mAh,No,1.8,Yes,16 pixels,No,34 gb,0.1 cm,140 g,2,17 pixels,149 ppcm,876 ppcm,2392 mb,17 cm,15 cm,19,Yes,No,Yes,High cost
1129 mAh,Yes,2.8,Yes,0 pixels,No,49 gb,0.5 cm,185 g,2,2 pixels,1070 ppcm,1079 ppcm,1857 mb,8 cm,4 cm,5,Yes,Yes,Yes,Medium cost
708 mAh,No,1.9,No,0 pixels,No,26 gb,0.3 cm,116 g,7,1 pixels,206 ppcm,620 ppcm,1419 mb,10 cm,6 cm,16,Yes,Yes,Yes,Low cost
894 mAh,No,0.7,No,2 pixels,Yes,58 gb,0.1 cm,123 g,2,3 pixels,158 ppcm,747 ppcm,3305 mb,12 cm,7 cm,2,Yes,No,No,High cost
530 mAh,No,2.4,No,1 pixels,No,32 gb,0.3 cm,88 g,6,20 pixels,48 ppcm,1012 ppcm,959 mb,17 cm,7 cm,6,No,Yes,No,Low cost
1481 mAh,Yes,2.0,Yes,0 pixels,No,35 gb,0.5 cm,105 g,3,0 pixels,249 ppcm,522 ppcm,2635 mb,17 cm,16 cm,4,Yes,No,Yes,High cost
1068 mAh,No,2.7,Yes,0 pixels,Yes,45 gb,0.6 cm,194 g,5,1 pixels,935 ppcm,1499 ppcm,1754 mb,17 cm,7 cm,9,Yes,No,Yes,Medium cost
1487 mAh,No,0.5,No,6 pixels,Yes,57 gb,0.7 cm,84 g,3,12 pixels,140 ppcm,768 ppcm,2563 mb,18 cm,4 cm,14,Yes,No,No,High cost
1524 mAh,No,2.5,Yes,11 pixels,Yes,41 gb,1.0 cm,96 g,4,20 pixels,184 ppcm,740 ppcm,1936 mb,7 cm,0 cm,9,Yes,Yes,Yes,Medium cost
1093 mAh,No,1.9,Yes,2 pixels,Yes,22 gb,0.3 cm,196 g,8,14 pixels,238 ppcm,807 ppcm,1869 mb,8 cm,5 cm,4,Yes,Yes,Yes,Medium cost
1816 mAh,Yes,1.6,Yes,0 pixels,No,50 gb,0.1 cm,186 g,5,2 pixels,800 ppcm,1089 ppcm,3637 mb,11 cm,7 cm,16,No,No,Yes,Very High cost
627 mAh,No,1.8,No,2 pixels,No,20 gb,0.8 cm,142 g,3,8 pixels,211 ppcm,507 ppcm,896 mb,17 cm,6 cm,14,No,No,No,Low cost
989 mAh,Yes,0.7,No,13 pixels,Yes,51 gb,0.4 cm,132 g,3,15 pixels,670 ppcm,804 ppcm,2349 mb,10 cm,1 cm,20,Yes,No,Yes,Medium cost
1895 mAh,No,0.5,No,2 pixels,Yes,5 gb,0.7 cm,134 g,1,11 pixels,725 ppcm,1335 ppcm,774 mb,15 cm,4 cm,6,Yes,Yes,No,Medium cost
805 mAh,Yes,1.7,Yes,0 pixels,Yes,58 gb,0.9 cm,168 g,3,10 pixels,81 ppcm,1544 ppcm,3397 mb,7 cm,6 cm,2,Yes,No,No,High cost
713 mAh,Yes,1.6,No,7 pixels,Yes,2 gb,0.4 cm,181 g,8,9 pixels,1211 ppcm,1378 ppcm,485 mb,10 cm,6 cm,4,Yes,Yes,Yes,Low cost
864 mAh,No,2.5,No,10 pixels,Yes,24 gb,0.7 cm,148 g,4,15 pixels,1362 ppcm,1378 ppcm,3964 mb,13 cm,8 cm,12,Yes,Yes,No,Very High cost
1177 mAh,No,0.9,No,1 pixels,No,11 gb,1.0 cm,181 g,4,7 pixels,945 ppcm,1923 ppcm,1887 mb,8 cm,5 cm,11,Yes,Yes,Yes,Medium cost
